,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Olaf G.,"Tolles, authentisches Thai-Essen!Glaubt bloß diesen Quatsch nicht, den hier manche über dieses Restaurant zu verbreiten versuchen!Faire Preise, tolle Produktqualität und superfreundliches Servicepersonal.",5,10.11.2022
1,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Lederik F.,Authentic and great food! Service is great as well! Highly recommend Thai Food close to Ku'damm,5,1.8.2022
2,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Stefan S.,"Das ""Thai-Elephant"" ist ein kleines Thai Restaurant in der Nähe des Bahnhof Zoo. Ein schönes kleines, einfach eingerichtetes Restaurant. Ich kam zum Mittagstisch und bekam von der Chefin eine Tisch zugewiesen. Sie war ziemlich bestimmend und ich habe ein Lächeln vermisst. Es gibt eine Mittagskarte, wo man sich sein Gericht kombinieren kann. Man wählt Gericht, Soße und mit welcher Fleischbeilage (Huhn, Schwein, Rind, Ente) Leider kein Eistee auf der Karte. Das Essen war gut - ich habe aber schon besser Thai gegessen. Preis-Leistung ist absolut ok. Bedienung:    ****Ambiente:      ****Essen:            ****Getränke:       ****Preise:            *****Schärfe:         ****Thai Select:    Ja Empfehlung:  einen Besuch wert",4,25.3.2019
3,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,René W.,"Sehr gute authentische Thaiküche zu gutem Preis!Nettes Ambiente, jedoch nicht zu groß.Das Laab Nuea war sehr lecker, und der Papayasalat die Bombe - einfach perfekt!!Jederzeit wieder!",5,21.9.2019
4,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Chris M.,"Mein dritter Besuch im Thai Elephant.Zuvorkommender Service und leckeres Essen. Hervorzuheben ist die sehr gute Auswahl an vegetarischen Gerichten. Habe hier im Gegensatz zu den meisten anderen Restaurants unheimliche Entscheidungsschwierigkeiten. Meine Suppe war sehr gut. Auch mein Hauptgericht mit u.a. Bohnen und Basilikum war prima.Empfehlen kann ich auch die Erdnuss Sauce. Vor allem in Kombination mit Salat und Ei.Den bestellten Rotwein gab es zur Zeit nicht, die Alternative war aber auch Ok.Die Einrichtung ist schick, die Toiletten sauber.",5,10.3.2019
5,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Tommy T. T.,"Hey, hier bin ich zuhause.Hier nehme ich meine Lieblingsthailänderin einfach in die Arme und drücke sie und frage sie gar nicht erst, ob sie das mag. Anmaßend. Aber überzeugend.Einer von den drei besten Thailändern in Berlin. Ich hab schon so viel Gutes über diesen Laden verspritzt, da kann ich mich als mindestens langjähriger Stammgast kurz fassen.Die Rute wird berechnet. Es ist immer irgendwie in der Nähe, sagt mein Navi.Freunde: Hingehen. Superladen.",5,20.12.2018
6,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Kim K.,"Scharf, schärfer, Thai Elephant!Auf der Suche nach einem schnellen und leckeren Mittagessen fiel meine Wahl vergangene Woche auf das nur wenige Gehminuten von meiner Arbeitsstelle entfernte Thai Elephant. Schon beim Betreten des gut gefüllten Lokals wurde ich herzlich durch die landestypisch gekleideten Damen begrüßt und mir nach erfolgter Platzwahl sogleich die Karte gereicht.Die Mittagskarte, welche wochentags von 12:00-17:00 Uhr angeboten wird, ist übersichtlich und doch vielfältig. Für nur 5,90 EUR kann man hier wahlweise Rind-, Schweinefleisch, Hähnchenbrustfilet, Fisch oder Tofu mit verschiedenen Currys, Nudel- oder Reispfannen oder Gemüse kombinieren.Für zusätzliche 1,50 EUR gibt es noch eine Tom Kha Gai Suppe mit (Kokossuppe mit Huhn), Sauerscharf- oder Eierblumensuppe oder Frühlingsrollen dazu. Ich wählte die Tom Kha Gai Suppe zur Vorspeise und war hellauf begeistert! Perfekt gewürzt, dazu ein ausgeglichenes Zusammenspiel der einzelnen Zutaten und eine grandiose Konsistenz! Alle Daumen hoch!Nur wenig später folgte auch die Hauptspeise in Form von grünem Massaman-Curry mit Hühnchen. Ich hatte die Dame bei der Bestellung extra gebeten, es bitte nicht zu scharf zu würzen - aber halleluja! Burn, Baby, burn! Wenn das nicht scharf war, dann weiß ich auch nicht mehr. Schon nach dem ersten Bissen hätte ich Feuer speien können, so sehr brannten Zunge, Mund und Augen! Sicherlich bin ich niemand, der von sich behaupten kann er esse regelmäßig scharf und gerade deswegen war eine derart ""hohe Chili-Dosis"" sehr ungewohnt für mich.Nichtsdestotrotz hat auch die Hauptspeise gut geschmeckt, bei meinem nächsten Besuch werde ich mich aber wohl lieber für ein etwas ""milderes Gericht"" entscheiden.Sicher ist aber in jedem Fall eines: Qualität und Service überzeugen und ich komme gerne wieder!",4,25.6.2016
7,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Sara A.,"Sehr leckeres authentisches Essen. Lokal nicht wirklich schick, aber einladend. Wenn man die thailändische Küche mag, wird man hier zufrieden gestellt.Warnung an Weicheier wie mich  Auch wenn nicht scharf drauf steht, kann es für empfindliche Gaumen scharf sein. Aber das ist die thailändische Küche. Lecker und pikant Lasst es euch schmecken! Tipp von mir: probiert die Terrinen",4,16.5.2018
8,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Andreas D.,"Sehr leckeres Essen. Scharf ist ist hier wirklich scharf. Essen mit Grenzerfahrung Lecker, schnell, freundlich",5,27.3.2018
9,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Britta J.,"Also ich war schon in vielen Thai Restaurants, schon zig Mal in Thailand....aber das Essen hier war mit Abstand das schlechteste, was ich jemals bekommen habe.....Kaum thailändische, frische (!) Gewürze, nicht scharf, viel Deko aber wenig auf dem Teller.....enttäuschend....gut vielleicht weil Messe war und das Restaurant voll? Also von mir gibt es definitiv keine Empfehlung und ich werde hier aich nicht noch einmal zum Essen kommen, denn in jedem Thai Imbiss ist das Essen authentischer....schade....",1,3.3.2015
10,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Flo F.,"Nettes kleines thailändisches Restaurant. Das Essen war ok, allerdings auch nichts besonderes. Die Portion war allerdings sehr groß, sodass einiges an Reis übrig geblieben ist. Bei dem ""knusprig gebratenen Hühnchenfleisch"" war ich mir jedoch nicht so sicher wie frisch es denn wirklich war. Es ähnelte eher einer Schuhsohle. Die Bedienung war nett, aber auch nicht zuvorkommend.Ganz ok, aber mich wird es nicht mehr hineinziehen.",3,29.5.2018
11,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Nelly D.,"Sehr nette und gutes ServiceEssen: frisch und ideal für arbeitsmitagsessen. Sie sind schnell und freundlich. (Samstags nicht so schnell)Es gibt 2 Business Menü von 12:00 bis 17:00, von Montag  bis Samstag.Entweder mit Vorspeise (Suppe, frühlingsrolle...) oder ohne dann kostet 1€ wenigerDie Preise variien zwischen 4,90 bis 9,90Restaurant: sauber, es gibt auch 3 Tische draußen (Summer und Frühling)Kann man ab 10€ auch mit Karte (Ec) bezahlen",3,29.9.2014
12,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Holger S.,"Eigentlich hätten wir ein schnelles Essen im Fastfood Restaurant geplant gehabt und haben auf dem Weg dorthin den ""Thai Elephant"" entdeckt. Das Lokal ist durchaus geschmackvoll eingerichtet wenngleich nicht edel oder ""gehoben"". Macht aber nix. Der Gesamteindruck stimmt und es ist gemütlich. Die Bedienung war flott,  witzig und sehr freundlich - super! Wir hatten als Vorspeisen Sate Spieße und Dim Sum ähnliche Teigtaschen (Khanom Jieb), beides toll abgeschmeckt und nett angerichtet. Beides wurde schnell serviert. Als Hauptgang gab es Lamm,  einmal mit Feigen und einmal mit grünem Pfeffer. Reis war dabei. Auch hier gutes Essen und schneller Service. Preislich haben wir inklusive der Getränke knapp über 50€ bezahlt, auch ok. Die Speisekarte war etwas unübersichtlich und hätte auch eine Spur hübscher sein können,  aber die isst man ja auch nicht mit ;-) Alles in allem Daumen hoch für den Elefanten.",4,12.9.2014
13,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Kneipenchecker C.,"Kleines Lokal mit einfacher Einrichtung aber mit freundlichen Thai's. Preislich gesehen, etwas gehobener. Dafür aber sehr gute Küche! Alle bestellten Speisen schmeckten jedem unserer Gruppe. Ein Besuch ist auf jedenfall zu empfehlen.",5,26.8.2014
14,Thai-Elephant,4.5,85,Thailändisch / ,Charlottenburg,2,Julia H.,Authentisches Thai  Food sowie auch die Bedienung. Das Essen war lecker und die Preise ok. Das Ambiente fand ich nciht so prickelnd.. recht eng und stickig. Besonders schön fand ich das goldene Besteck :D,3,3.3.2016
