,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Anna K.,"Definitiv ein angesagtes Lokal in Berlin. Das Publikum würde ich als gehobenes Multi-Kulti beschreiben. Die Einrichtung ist modern, stylisch, gemütlich und gleichzeitig ein wenig rustikal. Ein Nachteil an den langen Tischen ist, dass früher oder später andere Gäste mit am Tisch platziert werden, sodass man nicht ganz so offen miteinander sprechen kann, wie man es bei einem gemeinsamen Essen evtl möchte (nichts für intime Gespräche). Das Essen ist kreativ und definitiv sehr lecker, allerdings auch etwas teurer als ähnliche Restaurants in Berlin (ich mache das z.B. am Preis der Sommerrollen aus). Die Gerichte werden sehr schön angerichtet und präsentiert. Wir hatten hier bisher diverse Bowls, Currys, die Sommerrollen, Salate und ein paar Gerichte von der Tafel über der Bar. Uns hat es immer gut geschmeckt. Wir können daher - bis auf das Sushi, wir noch nicht probiert haben - alles empfehlen. Da wir jedoch das Mengen-Preisverhältnis nicht ausgewogen finden ziehen wir einen Stern ab.Kleiner Tipp: Am Wochenende (oder wenn man hier Abend mit mehr als zwei Personen essen möchte), sollte man reservieren.",4,1.10.2018
1,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Nicole H.,"Spontan Besuch bei Dudu! Freunde haben mich hierher geschleppt. Fand alles gut und lecker... aber nicht außergewöhnlich. Haben auch recht lange auf alles warten müssen, obwohl der Laden fast leer war (vielleicht viel Außer Haus Geschäft?!) .... das Lokal sehr schön eingerichtet, stylisch, modern mit einem Touch Asia. Komplett überzeugt hat es mich trotzdem leider nicht, deswegen nur 3 Sterne.",3,2.11.2017
2,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Albert K.,"Lange Wartezeiten, geringe Auswahl und ein schlechtes Preis Leistungsverhältnis. Ambiente und geschmacklich aber ganz gut.Kreditkarten werden akzeptiert.",3,29.12.2018
3,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Jürgen B.,"Auch über die letzten Jahren eins bleibt gleich die Qualität des Essens .Sushi leckerer u. kreativer geht nicht.Natürlich ist das ganze nicht günstig ,aber angemessen.Mit allen Nebeneffekt die so ein ,nach wie vor hipper Laden mit sich bringt. Auch bei Reservierung bekommt man nur noch ein Zeitfenster mit Max. 1,5 Std.Ob hier oder im schicken DuDu31 der Besuch ist für den Gaumen ein Fest ""Leicht u. Lecker "" besser geht Powerfood nicht.",5,7.5.2016
4,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Ronny B.,"Das ""DUDU""Ich hatte Hunger und wie so oft sollte es Sushi sein. Immer das selbe ist zwar gut aber ich habe dann etwas gesucht und bin auf das DUDU gestoßen.Routenplaner an gemacht, dran vorbei gelaufen, nochmal zurück gegangen, geguckt, nochmaliges checken der Adresse..... Dann.... hinter der großzügigen Außenanlage habe ich den Eingang gefunden! :D Zum Glück!Erster Eindruck: Wow sehr modern und zeitgemäß. Genügend Sitzmöglichkeiten und man wird hier so herzlich empfangen, das man sich gleich sehr wohl fühlt.Kurz die Karte durchstöbert und fündig geworden. Es gab für mich einmal den Maki Mix und das ""aromatische"" Wildkräuter-Curry. Geschmacklich werden hier sehr gute Produkte verwendet. Selten ein Avocado-Maki bekommen, das nach Avocado schmeckt!Präsentation ist sehr chic.Zum Curry: Sehr schöne Kombination, die fast immer geht! Knackige Wildkräuter geben dem Gericht den letzten Schliff. Damit kann man nichts falsch machen!Das Personal ist sehr freundlich und auch aufmerksam ohne dabei zu stören. Sehr schönes Ambiente. Im Hintergrund mit angenehmer Lautstärke gibt es schöne loungige Musik.Ich war hier sehr zufrieden und war überrascht noch nichts vom DUDU zuvor gehört zu haben.Preislich ist etwas über dem Standard, das ist aber gerechtfertig für das was man bekommt!:) Ein Besuch lohnt sich aufjedenfall",5,11.1.2016
5,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Aileen G.,"Berlin Mitte ist hip und modern. Aber muss es denn auch arrogant sein? Im Dudu an einem Freitag Abend läuft nichts ohne Reservierung, die wir zum Glück im Vorfeld organisiert hatten. Der Laden war um 18Uhr noch fast leer, trotzdem platzierte man uns an einen langen Tisch, der für 7 Leute gedeckt war. Wir sollten direkt in der Mitte sitzen. Auf meine Frage, warum wir denn nicht am Rand sitzen könnten, wo doch sowieso alles frei war, bot man uns einen anderen Tisch an. Nunja, so viel zum Komfort.Die Karte kann sich nicht recht entscheiden, ob sie fusion, vietnamesich oder japanisch ist. Sushi, Sashimi und Papayasalat neben roasted beef und curry. Und das alles mit modernem touch, denn wo bekommt man schon sein Gericht mit Wildkräutern serviert. Der Papayasalat als Vorspeise konnte nicht überzeugen. Kaum Gewürze und praktisch nichts sagend. Die Hauptgerichte hingegen waren eine Wucht. Das roasted beef war eine große Portion mit zartem Fleisch, würziger Soße, frischem Gemüse und Nudeln. Wow, warum nicht gleich so?Dennoch ist mir der Laden zu versnobt. Das Hauptgericht hat die Gesamtbewertung rausgerissen, aber das Dudu ist für mich kein Wohlfühlrestaurant, in das ich alsbald wiederkommen müsste.",4,16.1.2016
6,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Shega T.,Sehr leckeres und frisches Essen. Zwar eher teuer aber definitiv preiswert. Die Bedienung war sehr freundlich und das Ambiente gemütlich.Empfehlenswert!,4,7.7.2019
7,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Marieke O.,"Mjjjjaaaaammmmiiiiieee!Das DUDU bietet sehr leckeres Essen.Ausser bei Sushi ist die Karte nicht besonders umfangreich, aber das muss sie auch nicht sein. Man findet was und das ist dann äußerst lecker.Ich hatte neulich die Fish Bowl - Hammer!!! So lecker und die Portionen sind richtig groß.Der Tee ist auch ein Genuss, beste Teeblätter in schönen großen Teeschalen.Die Atmosphäre ist kuschelig. Wenn es voll ist (und das ist es zu den Hauptzeiten mittags und abends eigentlich fast immer) kann man hier auch mal neue Kontakte knüpfen, denn es gibt nur lange Tische, an denen man dann zusammen sitzt. Ich mag das!!!Das Personal ist sehr zuvorkommend.Da ich ganz in der Nähe wohne komm ich mit Besuch fast immer hierher",5,16.2.2015
8,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Thao N.,"Das essen war Ok, ich finde nicht anders als bei anderen asiatischen Restaurant. Preise sind etwas zu hoch. Kann man machen, muss man aber nicht",4,9.6.2017
9,DUDU,3.9,39,Sushi / Vietnamesisch / Asiatisch / ,Mitte,2,Sina M.,"Ziemliche gehypter laden.. Ich war bisher zwei mal im Dudu in der Hoffnung dass es doch tatsächlich derart gut ist wie meist die nicht-Berliner so oft behaupten. Die Location ist nett, Service auch. Jedoch ist das Essen maximal durchschnittlich gut. Einmal wählte ich Tunfischbällchen. Diese schmeckten wie dosenfisch, waren ziemlich hart und nicht wirklich interessant gewürzt. Der glasnudelsalat dazu schmeckte einfach nur süß.Ein anderes mal wählte ich ein hähnchencurry, dieses war auch nicht gerade spektakulär. Wenn man mal in der Nähe ist ist das Dudu ok, jedoch verpasst man auch wirklich nichts. Insbesondere wenn man bedenkt wie viele tolle asiatische Restaurants Berlin zu bieten hat. Ich werde es evtl noch einmal versuchen und das Sushi probieren, da man mir geraten hat dieses zu probieren. Ansonsten absolut kein muss und 3 Sterne weil 2 zu wenig wären, schließlich kann der Laden nichts für seinen Hype.",3,14.9.2016
