,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Frank P.,"YEP!!! Da kann die ""Witwe Bolte"" in der Uhlandstraße noch so sehr mit dem ""besten Huhn der Stadt"" werben....falsch. Das beste Huhn gibt`s hier.Urige authentische Stimmung, netter aufmerksamer Service, faire Preise.Gerne wieder !",5,13.12.2016
1,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Marc S.,"Ein Traditionslokal (seit 1888) mit den besten Backhähnchen der Stadt und auch die Haxen sind Klasse. Dazu Krautsalat, Kartoffelsalat oder Sauerkraut. Nicht mehr und nicht weniger. Ach ja, im Sommer gibt es einen kleinen, schönen Biergarten vor dem Lokal. Mein Lieblingsbier dort: Mönchshof Klosterschwarzbier.",5,26.4.2015
2,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Daniel H.,"Atmosphäre, Ambiente, Tradition, Geselligkeit, Geschmack. Wer eine Rarität in Berlin sucht, wird hier fündig und wird nicht enttäuscht. Und wenn in Berlin ein Lokal keine Musik benötigt, aber trotzdem Ihren Charme entfaltet, dann spricht das für sich. Ich komme wieder, versprochen.",5,9.12.2015
3,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Florian S.,"Die Pilz-Knoblauch-Suppe ist extrem lecker, genauso wie der Kartoffelsalat (Essig&Öl, der im Internet noch auf der Karte stehende mit Joghurt ist wohl inzwischen nicht mehr verfügbar), das Knusper-Hähnchen ist auch völlig ok (wenn für mich jetzt auch nicht die kulinarische Offenbarung, als die es scheinbar andere Reviewer empfunden haben ;-). Die Bedienung ist nett, die Preise völlig ok und die ""angedrohte"" Wartezeit von 30 Minuten wurde es dann doch nicht, so dass man sich wirklich kaum beschweren kann. Es lohnt sich vorher die Karte im Internet anzuschauen, die Auswahl ist nicht gerade groß, die meisten kommen sicher tatsächlich wegen des Hähnchens her.Es ist, gerade im Winter (ohne Biergarten), zu empfehlen, insb. bei größeren Gruppen, vorher zu reservieren: Der Name lautet nicht zu unrecht zur KLEINEN Markthalle, d.h. es ist innen wirklich nicht groß und die Tische werden durchaus voll. Wir waren Samstag Abend hier und bekamen noch gut einen Platz (wie auch andere einzelne Paare), aber Gruppen dürften leicht Probleme bekommen (und es scheint auch allgemein recht viel reserviert zu werden).Definitiv ein Ort, wo wir wieder hinkommen, vermutlich nächstes Mal aber im Sommer...",4,3.11.2018
4,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Eugeny Y.,Das ganze Essen ist sehr lecker. schnell und höflich! Ich komme nochmal unbedingt dazu!,5,1.8.2018
5,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Michael H.,"Machen wir's mal kurz: urgemütlicher Ort (nein, keine ""Location""!), köstliche Brathähnchen und eine höchst sympathische Bedienung mit Herz und Witz! Na denn: bis bald!",5,25.5.2015
6,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Andrea M.,"Wir kommen sehr gern hierher, um leckeres Bier zu trinken und Knusperhähnchen oder Haxe zu essen. Beim Bier bevorzugen wir das Meckatzer Sonntagsbier. Das Wirtshaus-Ambiente ist toll und begeisterte uns beim ersten Besuch. Der Service ist freundlich und aufmerksam. Immer wieder gerne!",5,3.10.2017
7,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Linh P.,"wirklich schöne, urige Gaststätte. Tolles Bier, wir haben hier das Rotkehlchen und Meckatzer zum ersten Mal probiert, beides sehr lecker und zu empfehlen. Da wir schon vorher gegessen haben und eher zufällig hier landeten, gab es für unseren Tisch nur eine Brezen, was eher untypisch ist, wenn man den anderen Tischen nach urteilen sollte: da war wirklich vor jeder Person ein halbes Hähnchen!Diese Brezel hatte es jedoch in sich. Wunderbar frisch aufgebacken, ordentlich gesalzen und innen weich und buttrig. Das Publikum ist angenehm bodenständig, genau wie die Bedienung und der Laden an sich.Nächstes Mal komme ich mit mehr Hunger, schließe mich der Masse an und nehme dann auch ein Backhendl!",4,6.12.2014
8,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Robert B.,"Die Speisekarte ist nicht sonderlich üppig hier. Aber das macht nichts. Denn es essen ja alle sowieso immer dasselbe. Die Spezialitäten des Hauses sind nämlich einerseits die Schweinshaxe mit Sauerkraut und vor allem das halbe Knusperhähnchen mit Brot. Dazu nimmt man dann noch eine Portion Kartoffel- oder Krautsalat und fertig ist das schmackhafte Mahl. Zwar gibt's auch noch Buletten und Würste und auch einige Kartoffelgerichte ganz ohne Fleisch, tatsächlich nehmen aber (fast) alle hier das Hähnchen. Weil's so gut ist. Dafür ist die Kleine Markthalle bekannt. Wer mal Hähnchen essen gehen will, der kommt hierher.Da diese Hähnchen aber auch immer ganz frisch zubereitet werden, kommt es zwangsweise zu Wartezeiten. Man muss sich also darauf einstellen, dass man gut eine halbe Stunde lang auf seine Bestellung warten muss. Das wird einem aber auch gleich gesagt. Und trotzdem brummt der Laden. Das spricht für die Qualität. Und wenn man's vorher weiß, dann ist es ja auch nicht so schlimm. Dafür schmeckt's dann nachher umso besser.",4,24.5.2010
9,Zur kleinen Markthalle,4.3,43,Deutsch / ,Kreuzberg,2,Stefan R.,"Wir waren mit Freunden kurzfristig verabredet und haben den zweier Tisch telefonisch auf vier erweiter,t bereits am Telefon war Freundlichkeit und Hilfsbereitschaft angesagt. Voller Vorfreude fuhren wir also hin.Die Bedienung fix, das Bier SEHR lecker. (Kleine Brauerei aus Bayern, wenn ich nicht irre). Als Vorspeise gabs Schmalzbrot und Rote Beete, beides sehr lecker, und als Hauptgericht nahmen wir 4x Hühnchen, das zwar laut Karte durchaus mal 30 Minuten dauern könne, aber bei uns gab es das (trotz vollem Lokal) recht schnell. Wir hatten Krautsalat und beide Sorten Kartoffelsalat (Mayo und/oder Essig/Öl) dazu. Sehr lecker. Nachtisch bestand aus Waffel mit Sahne.Das Lokal ist gemütlich, mehr ein Urberliner Lokal als eine neumoderne Stube, die Karte ist -wie hier einige Male beschrieben- übersichtlich, aber als Institution ist die kleine Markthalle auf alle Fälle einen Besuch wert.",5,18.8.2014
