,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,100 Gramm Bar,5,50,Cocktailbar / Tapas / Russisch / ,Mitte,Unknown,Wolfgang F.,"Wow. Wirklich gute Drinks hier. Ich bin kein großer Cocktailtrinker, aber nach meinem Mule am Samstag war ich am nächsten Abend wieder da. Wirklich gute Cocktails die sich meilenweit von den üblichen Happy Hour drinks unterscheiden. Tolle Aromatik und auch durchaus mit einemes wird eben auch nicht an Rum und Co gespart. Dazu bekommt man direkt eine Flasche Leitungswasser auf den Tisch gestellt. Die Bedienung ist freundlich, flott und sehr aufmerksam. Draußen aufgrund der Nachbarschaft leider schon gegen kurz nach 21h letzte Runde, am Wochenende sehr gut besucht.  Aus gutem Grund. Volle 5 Sterne.",5,8.6.2022
1,Restaurant Café Madrid,4.5,4,International / Fischrestaurant / Deutsch / ,Mitte,Unknown,Christian S.,"AllgemeinIn unmittelbarer Nähe zum S-Bahnhof Friedrichstraße liegt das Hotel Melia, eine spanische Hotelkette. Das Café-Restaurant Madrid gehört zum Hotel und ist in der ersten Etage durch die Lobby oder durch die unter dem ""Madrid"" gelegene Tapas Bar erreichbar. Zum Zeitpunkt des Besuchs war später Mittag und es waren nur wenige Gäste anwesend, aber die Küche war bereit. Das Restaurant zählt zur etwas gehobenen Preisklasse, wird aber diesem Anspruch auch gerecht. Wiederkommen lohnt.BedienungTrotz der relativ geringen Auslastung zur Besuchszeit waren noch mehrere Servicekräfte im Einsatz, die alle über einen guten Ausbildungsstand verfügten. Servieren, Ansprechen der Speisen und Beantworten von Nachfragen klappten perfekt. Freundlichkeit kam hinzu.Das EssenDen Auftakt machte ein Gruß aus der Küche, der bis zum Ende des Hauptgangs auf dem Tisch verblieb: Kräuterbutter mit zwei Ölen und grobem Salz sowie drei Brotsorten. Die Suppe von der Quitte war der nächst folgende Genuss. Sie wurde am Tisch aus einer Karaffe in den sehr heißen Teller eingebracht. Ein kleines Erlebnis. Der Hauptgang, Heilbutt unter der Orangenkruste, war optisch und sensorisch wunderbar. Hier ist eine sehr gute Küche am Werk. Für ein Dessert blieb wegen der anstehenden Zugabfahrt keine Zeit.Das AmbienteEs handelt sich um einen großen, um das Straßeneck gebogenen Gastraum, der auch für das Frühstücksbuffet genutzt wird. Etwas steif wirkt er, aber nicht unangenehm. Der Blick an den Fenstertischen wird zudem auf das pulsierende Leben auf der Friedrichstraße im Dreieck zwischen Admiralspalast, Berliner Ensemble und Friedrichstadtpalast gelenkt. So ist man auch als Einzelgast jederzeit unterhalten.SauberkeitSehr feine Tischwäsche wird verwendet. Den fünf Sternen in diesem Bereich ist nichts weiter hinzuzufügen.",5,30.11.2013
2,Restaurant Café Madrid,4.5,4,International / Fischrestaurant / Deutsch / ,Mitte,Unknown,1 Foto,"AllgemeinVorneweg: das Rind und die Garnele können sich glücklich schätzen, dass sie bei einem so guten Koch in der Pfanne gelandet sind. Medium-rare und butterweich ist selten.Wir kamen um 14.30 im Restaurant an. Gutschein wurde entgegengenommen und es gab auch noch Mittagessen, was uns sehr freute. Nach der etwas lauten und hektischen Stadt waren wir froh in einen ruhigen Ort zu kommen - mit leichter 'bedeutungsloser' Musik. Das Restaurant war komplett leer. Auch später kamen keine Gäste mehr dazu - es war auch nicht gerade die Zeit für 'Mittagessen'.BedienungDen Tisch durften wir uns frei aussuchen. Wir nahmen uns ein Plätzchen am Fenster mit Blick auf die Bootchen und einer Fußgängerampel mit wunderbarem Beobachtungspotential auf das Treiben ;-)Gutschein zählt auf ein Hauptgericht. Bedienung hat leider nicht darauf hingewiesen, dass der Salat auch als Hauptgericht zählt und damit in die RK-Gutschein 2für1 läuft. Dabei hätte Sie beim Bestellen hinweisen können. Auf unsere Frage als wir die Rechnung hatte, wurde es uns erkärt.Aber gerne erinnere ich mich an den sanften Windhauch, wenn die Bedienung von hinten kam und mir das Wasserglas nachgeschenkt hat. Ach, das ist einfach herrlich.Die Wartezeit zwischen Vorspeise und Hauptgang empfand ich als einen Tick zu lange.Bei jedem Gang wurden wir gefragt, ob alles zu unserer Zufriedenheit ist. Tipp: 1 min später ... ich muss erst alles probieren ... nicht gleich fragen.Das EssenVorgedeck:Brot mit Öl+Balsamico+Salz+Paprikabutter (siehe Bild - bitte anklicken). Es gab dunkles Brot mit Körner (kein Vollkorn) und helles Brot. Welches auch gerne nachgereicht wird. Das Brot und Butter blieb während des Hauptgangs stehen.'Vorspeise': 6 Riesengarnelen mit Spinatsalat und eingelegten Gurken6 marinierte große Garnelen mit Granatapfelkernen und Pinienkerne. Eine Salatmischung mit Spinat und öhhh... Frisee-Salat (?) ... mit Balsamicodressing. Lecker.Filtesteak gegrillt mit Kartoffelgratin, Böhnchen, Pilz mit Tomate(siehe Bild) Das Filetsteck war butterzart und wie gewünscht medium rare. Da hatte das Rind doch richtig glück, dass es so sanft und gekonnt behandelt wurde. Der Kartoffelgratin war messerscharf in ein quardat geschnitten. Die grünen Böhnchen mit Pesto bestrichen und einmal 'längs' einmal 'quer' geschichtet. Darauf ein gegrillter Pilz mit einer gehäuteten Tomate gefüllt. Sehr schöne Anrichtung. Nicht zu übertrieben, aber irgendwie mit 'Liebe'.Ich hatte eine Pfefferjus dazu. Der beste-Ehemann-von-allen nahm Kräuterbutter.Nachtisch wurde angeboten - war uns aber einfach zuviel, da wir schon pompööös gefrühstückt hatten.Das AmbienteSchön - aber doch ein wenig 'hotelmäßig' funktionell. Ist glaub ich auch der Frühstücksraum.Blick auf die Straßenkreuzung, wo immer was los ist.SauberkeitDa gibt es gar nix zu beanstanden. Besteck wurde poliert. Stoff-Servietten haben ein 'Einsatzdatum' von 03-2013 ... das Qualitätsmanagement-Herz läßt das höher schlagen.",4,6.7.2013
3,Restaurant Café Madrid,4.5,4,International / Fischrestaurant / Deutsch / ,Mitte,Unknown,FoodLover H.,"Gutscheineinlösen in Berlin, die Zweite.  Meine Frau und ich hatten für Samstag Abend Konzertkarten (CrashDiet - wie passend...) und ich dachte mir, es wäre gut vorher noch eine Kleinigkeit zu essen. So beschlossen wir im Cafe Madrid anzurufen und zu fragen, ob denn auch Nachmittags, gegen 16.00 geöffnet sei. Kein Problem meinte die nette Dame am Telefon, allerdings gäbe es nur eine ""kleine Karte"".So liefen wir am selben Nachmittag in die Lobby des Gran Melia Hotels an der Friedrichsstraße ein, ließen uns den Weg ins Restaurant zeigen und stiegen die Freitreppe in der 1. Stock. Dort sprachen wir die Hostess an und baten um einen Tisch, worauf die Dame meinte, sie hätten heute geschlossene Gesellschaft. Das erboste mich dann doch und ich erklärte ihr, dass wir extra angerufen hätten. Darauf meinte sie, sie hätten heute einige Jugendweihen (????) und wir müssten mit Wartezeiten rechnen, da gerade die Desserts angerichtet würden...Nun ja, wir bekamen einen schönen Tisch abseits der drei kleinen Gesellschaften, die sich in dem ansonsten leeren Gastraum befanden. Das kann ja was werden, dachte ich mir, zumal wir unseren DinersChoice Gutschein noch gar nicht erwähnt hatten, und schaute erst einmal aus dem Fenster auf die Spree und die Straßenszenerie - schön urban. Dann bekamen wir die Karten. Die waren nicht klein, sondern eher optimal. Wir fanden schnell was wir suchten. Ein Rumpsteak, mit Princess Bohnen, Gratin und frischen Champignons. Das bestellten wir zweimal rare, dazu eine Flasche Wasser und eine Karaffe Tempranillo für mich.  Ich überreichte der Hostess, die uns bediente und inzwischen sehr freundlich war unseren Gutschein und hielt den Atem an. Aber wie durch ein Wunder lächelte sie nur und meinte: sehr gerne. Fortan war der Service, wirklich perfekt und sehr herzlich. Das war wirklich eine positive Überraschung.Die Getränke kamen nach angenehmer Wartezeit und waren wohltemperiert. Dazu gab es leckeres Brot mit Salz, Quark und Olivenöl. Kurze Zeit später dann das Amuse Geule. Eine sehr leckere Bärlauch Consommé - wunderbar würzig - ein angenehmer Gaumenschmeichler.  Da das Timing des bisherigen Serviceablaufs perfekt war, fiel die etwas längere Wartezeit auf die Hauptspeisen nicht weiter ins Gewicht und war durchaus angenehm. Die Teller waren nett angerichtet, es gab noch zwei (!) Saucieren mit Rahmsauce dazu und für jeden eine große Schale frischem Salat. Ich schnitt das Steak an... und es war rare!!! Ich konnte mein Glück kaum fassen. Darüber hinaus schmeckte es uns beiden ganz vorzüglich. Die Komposition war nun zwar nicht außergewöhnlich aber handwerklich perfekt umgesetzt.  Wir tranken dann noch gemütlich aus, genossen die Aussicht und vergaßen fast, dass wir es doch eilig hatten... So verzichteten wir auf Espressos und baten um die Rechnung, die nicht nur aufgrund der Gutschein Ersparnis äußerst moderat ausfiel. So kamen wir am Ende incl. Tip auf 40,00 EUR, die wir problemlos mit MasterCard bezahlen konnten.  Fazit: Ein ganz wunderbarer Nachmittag im Café Madrid. Dringende Empfehlung meinerseits!",4,16.5.2013
4,Restaurant Café Madrid,4.5,4,International / Fischrestaurant / Deutsch / ,Mitte,Unknown,Anna D.,"Auf der Suche nach einem Tapas-Restaurant sind mein Lebenspartner und ich durch Berlin gelaufen. Aufgefallen ist das Café Madrid durch die Glasfront, die den Gästen einen wunderschöne Aussicht gewährt und Passanten erlaubt, einen Blick in das schick eingerichtete Restaurant zu werfen. Wir wurden von einer netten und aufmerksamen Kellnerin empfangen, die uns einen Tisch zugewiesen hat.Die Speisekarte ist nach Tapas und Hauptgänge geteilt und ist sehr umfangreich.Wir haben verschiedene Tapas bestellt. Die Qualität und die Armoen der verschiedenen Tapas war überwältigend. Es gab sehr interessante Kompositionen wie Scampis angebraten in Olivenöl mit Chili, Zitronengras und Knoblauch. Wirklich sehr köstlich und absolut empfehlenswert!Auf Empfehlung der Kellnerin haben wir verschiedene Weine zu den Tapas getrunken.Bei dem nächsten Besuch in Berlin ist ein ein absolutes muss für jeden Tapas-Liebhaber dieses Restaurant zu besuchen!Bach",5,16.1.2012
5,phönicia,4.5,6,Libanesisch / Mediterran / Fast Food / ,Wedding,1,Maggi S.,Best schawarma in Berlin by far. Very very tasty and cheap. A true gem in wedding. Try the mix teller with extra meat!,5,13.12.2021
6,phönicia,4.5,6,Libanesisch / Mediterran / Fast Food / ,Wedding,1,Simon E.,"Das Essen ist von mittlerer Qualität, aber man wird günstig satt. Zudem ist der Inhaber sehr freundlich und man wird flott bedient.Ideal also für einen business lunch.",4,11.11.2015
7,phönicia,4.5,6,Libanesisch / Mediterran / Fast Food / ,Wedding,1,Tobias L.,"Innen lädt es nicht unbedingt zum Verweilen ein, aber das Essen macht das alle mal wieder wett. Die Falafel schmeckt so wie sie soll - außen knusprig, innen fluffig. Die Soßen geben dann noch einen schönen Kick. Man merkt: Der Mann weiß, was er tut.  Die Preise sind unschlagbar. Kurzum: Top! #leckerschmecker",5,8.4.2017
8,phönicia,4.5,6,Libanesisch / Mediterran / Fast Food / ,Wedding,1,Gui M.,"Mix-Teller, 6€: ein Häufchen schmackhaftes Schawarma, 2 leckere Falaffel, 1 Haloumi, extrem leckere Süßkartoffel, Aubergine, gutes Taboule, 2 sehr leckerere Saucen, normales Hummus. Schawarma-Teller, 5€: auch gut.Den Krautsalat habe ich nicht gegessen (isst den irgend jemand?). Am Freitag Abend bei 24 Grad war das wie ein Urlaubsabend. Wir waren sehr zufrieden.",4,19.8.2016
9,phönicia,4.5,6,Libanesisch / Mediterran / Fast Food / ,Wedding,1,Lisa L.,Das Phönicia liegt gleich bei mir um die Ecke. Das Essen ist einfach super lecker und die Bedienung ist sehr freundlich. Für wenig Geld bekommt man wirklich was auf den Tisch- auch auf Bestellung vegan,5,7.8.2016
