,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,DaGiorgio’s,3.8,38,Italienisch / Pizza / ,Wedding,1,Peter W.,"Man kann es kaum glauben, aber es gibt sie noch: die Kleinode der Gastronomie. Dies bestätigt das ""DaGiorgio's"".Auf der Suche nach einem guten Essen stieß ich auf das italienische Restaurant ""DaGiorgio's"". Schnell einen Platz gefunden, es war super gut besucht. Zügig meine Pizza Diavolo und ein kleines Bier vom Fass geordert. Rasch kam das Bier, die Pizza folgte unwesentlich später.Die Pizza war super cross und war sehr gut belegt. Rasch noch ein Bierchen und zum Abschluss noch einen heißen Espresso.Fazit: erstklassige Pizza, frisches Bier, freundlicher und aufmerksamer Service. Der Preis mit 16,40 € mehr als in Ordnung. Ein kleiner Wermutstropfen: Kartenzahlung erst ab 20,- €.",4,28.8.2018
1,DaGiorgio’s,3.8,38,Italienisch / Pizza / ,Wedding,1,Robert S.,"Netter, schneller Service und tolle italienische Gerichte zu einem fairen Preis bietet das DaGiorgio's. So ein Lokal ist eine Bereicherung für jede Nachbarschaft.",4,20.7.2018
2,DaGiorgio’s,3.8,38,Italienisch / Pizza / ,Wedding,1,Ines G.,"Das Restaurant hat ein nettes Ambiente und die Bedienung war sehr freundlich. Der bestelle Salat und die Pizza wurden sehr schnell zubereitet und zudem auch sehr lecker, waren geschmacklich aber keine wirkliche Explosion. Auf der Karte gibt es vor allem Pizza und Pasta und es gibt ein Tagesangebot. Ich würde hier auf jeden Fall wieder essen gehen.",4,26.3.2017
3,DaGiorgio’s,3.8,38,Italienisch / Pizza / ,Wedding,1,Silke K.,"An diesem kleinen Restaurant laufe ich täglich vorbei und nun wollten wir es Testen.Beim Blick in die Speisekarte wird schnell klar,Fleisch wird nur sporadisch Angeboten. Der Schwerpunkt lag deutlich bei Pizza und Veganem da war die Auswahl sehr umfangreich.Wir Bestellten Tagliatelle mit Rinderfiletspitzen ,Pilzen und Sahnesoße,geschmacklich war nicht's auszusetzen aber die Portion war sehr überschaubar für 9,50 €. Unsere Bestellung kam recht zügig, deshalb waren wir über die schlechte Latte Machiatto sehr verwundert,kaum Milchschaum und zu dem konnte man nicht sagen das sie eine vernünftige Temperatur besaß und von drei Stufen ganz zu schweigen. Nach dem wir den Kellner DARAUF ansprechen sagte er:''Er könne sie nochmal erwärmen'' Erwärmen ,mein Gedanke Mikrowelle ???Ich lehnte dankend ab.",3,17.7.2016
4,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,Thomas B.,"Wir waren dort vor 3 Wochen, bei Sonnenschein im Hof Eingang links neben dem Restaurant zum Kaffee am Nachmittag. Das Angebot von frischen hausgebackenem Kuchen und Kaffee war lecker, freundliche Bedienung. Viele Gäste an den Nachbartischen haben auch das Weinangebot und den frischen Flammkuchen probiert. Für den Hund des Gastes gibt es frisches Wasser, also guter Service. Im Herbst sollte man den Flammkuchen und ein oder mehrere Gläser vom Federweißer probieren; passt zur Jahreszeit, schmeckt - macht glücklich.",4,17.10.2015
5,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,Rene K.,"Klein, nett, gemütlich. Was soll man schon schreiben?! Uns hat es gefallen",4,22.7.2020
6,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,Ciecero G.,"Die Sonne scheint, der Spaziergang verlangt nach einer Pause. Drinnen hell und angenehm, man fühlt sich sofort wohl. Es gibt eine gute Auswahl an weinen. Wichtig waren die Flammkuchen. Hier auf eine besondere Art hergestellt. Es schmeckt anders, aber nach mehr. Der Boden fällt es fester aus.Wer will kann nachher den Kuchen kosten.Es ist hier angenehm. Das Ganze strahlt eine Angenehme Ruhe aus und wirkt sich auch auf den Gast aus.",5,5.5.2014
7,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,J S.,"Sehr guter Laden. Spätzle und Flammkuchen waren sehr sehr gut. Meine Kinder waren so angetan, dass sie gleich zwei Flammkuchen gegessenen haben.",4,30.12.2014
8,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,Diana M.,"Super tolle Location! Ein super leckeres Essen, immer frisch und jedesmal etwas anderes. Super liebes Personal und tolle Köche! Ein Dankeschön an das ganze Team und Unternehmen. Das unterstütze ich gerne!",5,1.9.2016
9,Mittendrin,3.9,39,Deutsch / Coffee Shop / ,Mitte,2,Olaf N.,"Ich hatte Mittwoch abend einen Tisch telefonisch für 3 reserviert. Hätte ich nicht tun müssen, es war leer. Die meisten Touristen bleiben im Restaurant am Anfang der sophienstrasse hängen. Die Kellnerin ist super nett und flink. Der zwiebelkuchen und die käsespätzle sind einsame Spitze! Die Einrichtung ist für meinen Geschmack etwas kühl, fand ich aber dennoch gemütlich, nicht zuletzt wegen dezenter Musik im Hintergrund. Auch einen gemütlichen Biergarten gibt es. Ich empfehle dieses nette Restaurant gern weiter!",5,10.10.2014
