,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Jacomo D.,Bin mit meiner Freundin Sonntag abends dort eingekehrt.Wollte mal wieder was italienisches essen.Ich wurde nicht enttäuscht !Service sehr freundlich und die Zubereitung war sehr ordentlich.Das Thunfisch-Carpaccio war ein Gedicht und die Pizza sehr zu empfehlen.Ein leckerer offener Weißwein Vermentino rundete das Mahl ab und ergänzte sich gut.Bravo lecker lecker komme wieder.....,5,13.3.2019
1,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Elke H.,"Wow, ich bin überrascht, die letzten Bewertungen sind mind 2 Jahre alt und sind noch immer stimmig.Auch ohne Reservierung gab es einen guten Tisch zur besten Abendzeit. Das Essen war frisch nach Bestellung zubereitet und war zeitlich sehr gut abgestimmt. Die Beilagen, gegrilltes Gemüse und Kartoffeln, wurden extra zum Hauptgang serviert. Die Pizza war sensationell lt Aussage meiner Kinder und schmeckt sehr sehr gut und anders als der heimische Pizzabäcker. Die Bedienung war super freundlich und schnell bei der Wunscherfüllung.",5,25.8.2021
2,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Dieter L.,"Wunderbare sardische Rezepte. Angefangen mit Vorspeisen mit Wildschweinschinken oder Polpocarpaccio, über Malareddus bis hin zu vorzüglichen Lammsteaks. Auf der Weinkarte stehen viele sardische Weine, ich habe den Vermentino der Cantina Santadi getrunken. Sehr lecker! Zum Schluss Seadas und einen Fillu e ferru. sardegna pur  unbedingt mal ausprobieren",5,2.8.2021
3,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Markus W.,"Sehr gute Wahl in der Nähe des Kudamm. Es gibt edle Servietten und liebevoll eingedeckte Tische, Dekoration ist unaufdringlich und gediegen; die Gerichte sind hochwertig (Hummercremesuppe) und traditionell (Pizza Schinken). Bedienung ist Zackig und flott. Das Brot ist zwar abgezählt, aber die Portionen sind üppig. Man kann es empfehlen.",4,5.10.2019
4,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Benjamin P.,"Die Terrasse ist wunderbar und das Essen schmeckt auch. Das Essen könnte vielleicht etwas weniger gesalzt werden, also wenn man da etwas empfindlich ist, sollte man dem Kellner sagen, das man weniger Salz im Essen möchte.  Ich empfehle das Restaurant weiter.MfG",5,1.6.2014
5,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,San D.,"Gutes Restaurant mit sardischen Gerichten ! (Davon gibt es ja leider nicht viele in Berlin ) Vorab hatte ich einen Oktopus Salat, dann Culurgioni. Beides war gut und schmeckte authentisch!! Die Preise sind aufgrund der Gegend gehoben.",4,28.2.2018
6,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Saman T.,"Das Lokal hat sich für das Essen 4 Sterne verdient, verliert jedoch beim Ambiente eine Menge Punkte und landet daher nur auf 3 Sternen.Essen:Das Essen bzw. auch Preis/Leistungsverhältnis ist gut. Die Speisen waren frisch, in der Portion angemessen und lecker.  Für einen Italiener schon sehr gut, da man ja in Berlin leider viele sehr schlechte Italiener vorfindet (fast schon so schlimm wie diese China Imbisse...)Service:Freundlich, nicht ausserordentlich aber höflich und zuvorkommendAmbiente:Das ist der Punkt an dem der Laden leider etwas verliert.Er ist zwar sauber, aber einfach nicht gemütlich. Tut mir leid.Meiner Meinung nach kein Lokal in das man jemanden ausführen kann. Höchstens mal wenn man in der Nähe ist und Hunger hat.",3,9.1.2016
7,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Dr. S.,"Durchschnittliches italienisches Restaurant. Neben einer Abendkarte gibt es wochentags zahlreiche Mittagsangebote. Preise finde ich etwas überhöht, ist aber wohl der Lage geschuldet.",3,8.10.2016
8,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Matthias M.,Heute waren wir (2 Erwachsene und 2 Kinder) dort essen. Der Service war prompt. Die Pizza war nicht durchgebacken und schmeckte nicht. Als ich dies reklamierte wurde die Bedienung pampig und ausfallend. Kundenhandling wird völlig falsch verstanden. Die Reaktion des Kellners war total überzogen und unangebracht.,1,25.8.2015
9,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Tino W.,Das Ambiente ist wunderschön und das Personal ist sehr professionell und aufeinander eingespielt. Jedes Mal wenn ich nach Berlin komme gehe ich dort essen. Das Essen ist landestypisch und schmeckt hervorragend. Mein persönlicher Tipp sind die Nachtische! Sehr sehr lecker.,5,5.9.2016
10,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Antonio T.,"Die Bedienung war ok , sehr freundlich und nett . Ich habe eine Pizza Margarita bestellt  die hat wie eine gefrorene pizza Geschmeckt  , und fur die preise (8.00 € ) finde ich es  inakzeptabel  . Teure preise für schlechtes Qualität .",1,3.5.2015
11,Ristorante La Sardegna,4.1,41,Italienisch / Pizza / ,Tiergarten,2,Marie M.,"Nicht nur bekannte italienische Gerichte sondern auch sardische Küche. Sehr fein zubereitet, entsprechende Weinkarte und freundliches Personal. Ein paar Sitzplätze  draußen  und eine Rampe sodass man ohne Stufen auf du Terrasse oder in das Lokal kommt. Gerne wieder!",5,13.6.2015
