,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,Allermunde,4,5,Pizza / Italienisch / ,Mitte,2,Melanie K.,"Wir waren nun das 2. mal dort essen...und kommen sehr gerne wieder!!!Man muss unbedingt reservieren! Das Ambiente ist sehr angenehm, auch die Kellner sind auch bei hohem Kundenandrang sehr freundlich!Wir aßen beim ersten Mal beide Pizzen. Sehr kreativer Belag... Heute gab es für mich Pizza mit 4-fach Käse und mein Mann hatte schwarze Nudeln mit Lachs.Wir waren beide auch heute wieder sehr begeistert vom Essen!Der Nachtisch war wie immer traumhaft! Ich liebe Tiramisu. Und in diesem Restaurant ist er wirklich ausgezeichnet!Also unbedingt ausprobieren!!! Sehr empfehlenswert!!!",5,10.2.2018
1,Allermunde,4,5,Pizza / Italienisch / ,Mitte,2,Alex K.,"Wir waren heute mit Groupon-Gutschein (17,90 für zwei Pizzen/Pastas plus Nachtisch) in der Allermunde-Pizzamanufaktur.Ingesamt ist der Laden per U-Bahn (U6) schnell erreichbar und war um 19.00 sehr leer, so dass wir auch ohne Reservierung problemlos einen Tisch bekamen.Wir hatten eine vegetarische Pizza Vipesto (Zucchini, Aubergine, Paprika, Tomaten, Pesto und Zwiebeln) und Penne Manzini mit Rinderfleischstreifen, dazu Tiramisu als Nachtisch.Der Service war freundlich und aufmerksam, sowohl Getränke als auch Hauptspeise und Nachtisch kamen extrem schnell. Die Pasta war groß und schmackhaft, die Pizza ebenfalls groß, aber geschmacklich doch eher gewöhnlich: Knuspriger Teig, relativ wenig Würze, etwas sparsam belegt (siehe auch Foto). Das Tiramisu war hingegen extrem lecker und auch reichlich.Die Getränke (4,20 für große Cola/Apfelschorle) relativ teuer, auch wenn die Preise in Mitte in den letzten Jahren enorm angezogen haben.Insgesamt waren wir zufrieden und können den Besuch bei Allermunde wärmstens empfehlen.",4,31.10.2017
2,Allermunde,4,5,Pizza / Italienisch / ,Mitte,2,Stefan G.,Der Service war mega herzlich und perfekt!!! Die Qualität der Speisen ist sehr gut. Wir waren zu 4. mit einem Groupon-Gutschein und wurden exzellent behandelt. Echt eine Seltenheit in Berlin was den tollen Service angeht!!! Ganz klare Empfehlung auch ohne Gutschein. Wir kommen sich mer wieder.,5,19.11.2017
3,Allermunde,4,5,Pizza / Italienisch / ,Mitte,2,Silje E.,"Vor kurzem waren wir in Berlin und hatten für dieses Restaurant einen Groupon-Deal für eine Pasta oder Pizza mit Nachtisch.Wir waren wirklich begeistert!Wurden sehr nett empfangen (trotz Deal!Viele verstehen den Sinn eines Deals ja nicht!) und der ganze Abend war gemütlich.Wir hatten eine Pizza und einmal Pasta und beides war super lecker!!!!Das Tiramisu und die Panna Cotta waren himmlisch,unbedingt probieren!Leider Suchtgefahr.Wenn wir wieder in Berlin sind,werden wir dort auf jeden Fall wieder essen gehen!!",5,19.2.2017
4,Allermunde,4,5,Pizza / Italienisch / ,Mitte,2,Anne S.,"Neulich war ich mit ein paar Freunden im Restaurant Allermunde essen und es war wirklich nicht überzeugend. Da wir 8 Personen waren, kamen die Gerichte in einem Abstand von 25 Minuten, ein gemeinsames Essen war daher absolut nicht möglich. Dazu kam, dass manche Bestellungen falsch waren und auf Nachfrage nur die Antwort kam: Kann ja mal passieren. Bei 3 von 8 Gerichten sollte dies aber nicht der Fall sein...",1,26.11.2017
5,FAME Katerschmaus,4,18,Deutsch / Modern-Europäisch / International / ,Friedrichshain,3,Hannes M.,"Boah, was für ein geiles Restaurant, was hier zum Areal des Holzmarktes gehört. Mitten auf dem Gelände ist dieses tolleUnd sehr gehobene Restaurant, wo wir heute anlässlich des Bookings meines Kumpels zusammen das Artist Dinner verbracht haben. Es geht ein paar Stufen in den Keller hinab und dort erstreckt sich das Restaurant in all seiner Pracht. Wir setzen uns an einen Tisch und ich bestelle erst mal ein leckeres BRLO Pale Ale. Die anderen nehmen Helles und Cocktails. Als Vorspeise wählen einige die Bärlauch-Suppe. Die kommt nach ca. 10 Minuten und sieht köstlich aus, dazu wird jede Menge Brot gereicht. Als Hauptspeisen wähle ich Henne mit saftiger Brust, knuspriger Keule, Polenta, Sous-Vide Rotkohl und Popcorn. Die anderen nehmen Steaks und Wildbarsch. Etwa weitere 20 Minuten später kommt das Essen und es ist vorzüglich! Alles schmeckt köstlich mit edlen Zuraten und optimalen Garungszeiten! Was für ein Flavorgasm!!! Ambiente und Service sind top, auch die Speisen auf ganz hohem Niveau - dafür zahlt man auch. Meine Henne kostet knapp € 30, die Steaks knapp € 40. Aber das macht man auch nicht alle Tage und insgesamt ist alles hier auf höchstem Niveau! Gerne mal wieder! ;))",5,7.4.2018
6,FAME Katerschmaus,4,18,Deutsch / Modern-Europäisch / International / ,Friedrichshain,3,Frank B.,"Ich muss hier einfach volle 5 Sterne geben, es war ein toller Abend, das Essen sehr lecker, der Service freundlich und sehr aufmerksam, werden bestimmt wieder kommen.",5,19.8.2021
7,FAME Katerschmaus,4,18,Deutsch / Modern-Europäisch / International / ,Friedrichshain,3,Anja R.,"Die Location ist absolut einmalig, sie hat etwas märchenhaftes in sich und mit einer geballten Ladung Charme zieht sie den Gast sofort in ihren Bann. Total unglamouröses Auftreten: Viel Holz, Backsteinwände, große schwarze Kreidetafel statt Speisekarte - eine Mischung aus Shabby Chic, Landhausstil und Industrial mit etwas Zirkusflair.Ein ganz großes Lob geht an das Team: Sie nehmen sich Zeit für jeden Gast, beraten einen ausführlich, geben Einblicke in die Zubereitung der Gerichte oder etwa die Herkunft der verwendeten Zutaten. Und kochen tun sie vortrefflich!Die Portionen sind allerdings teilweise recht klein: z.B das vegetarische Hauptgericht, das angeblich keine zusätzliche Beilage erfordern sollte, würde in Wirklichkeit von der Größe her höchstens als eine leichte Vorspeise taugen aber definitiv nicht als ein Sattmacher-Hauptgang. Auch wenn es ausgezeichnet schmeckt, hat man da nicht das Gefühl, dass 18€ für eine daumengroße rote Beete ein adäquater Preis ist.Der zweite Minuspunkt ist die streng normierte Verweildauer der Gäste im Restaurant. Wo man gerade mit dem Speisen fertig geworden ist und so gerne noch ein Stündchen bei nem Glas Wein rumphilosophieren und sein Essen entspannt verdauen würde, wird man höflich darauf hingewiesen, dass es schon mal Zeit wäre, den Platz für die nächste Runde frei zu machen. Darüber wird man allerdings bereits bei der Reservierung informiert, also wer sich mit so ner Frechheit nicht versöhnen kann, der geht eben nicht hin.Wissenswert: Die Küche ist ganz schön fleischlastig, vegan ist nicht Bestandteil der regulären Speisekarte, aber auf Vorbestellung ist alles möglich. Auch wer nicht vorbestellt hat und trotzdem gerne tierfrei essen würde, wird sicherlich nicht hungrig rausgehen müssen, aber ein 5-Gänge-Menü sollte man dann eben nicht erwarten.Photographieren ist nicht erwünscht. Es gibt sogar ein Schild am Eingang das darauf hinweist. Dieses habe ich allerdings erst beim rausgehen gecheckt ^^ Wenn man Bilder von seiner selbst und seinem Essen macht, wird das toleriert, von Bildern der Räumlichkeiten und vor allem des Personals soll man aber bitteschön absehen.Vorher die Adresse genau checken, denn sie ist offensichtlich nicht ganz selbsterklärend. Ich persönlich habe sofort den richtigen Eingang gefunden, aber meine Begleitung die mit Auto unterwegs war und den Anweisungen des Navis gefolgt war, hatte damit große Schwierigkeiten.Fazit: Fantastische Location, tolles Essen, insgesamt sehr sehr angenehm, doch aufgrund der teilweise zu hohen Preise für zu kleine Portionen und des Drucks, das Restaurant nach dem Essen ASAP zu verlassen, hält sich meine Begeisterung in Grenzen. 3,5 bis 4 Punkte würde ich vergeben.",4,27.1.2017
8,FAME Katerschmaus,4,18,Deutsch / Modern-Europäisch / International / ,Friedrichshain,3,Patrick W.,"Großartiges Restaurant der etwas anderen Art. Wer das Katerschmaus zu schätzen wusste, der wird das Fame lieben. Denn sie sind wieder umgezogen und jetzt wieder auf der Nordseite der Spree an alter Wirkungsstätte angekommen. Vorbestellen ist Pflicht im Fame, vor allem am Wochenende. Bestellt wird von der täglich wechselnden Tafel, die freundlicherweise am Platz aufgestellt und erklärt wird. Alles im Restaurant erinnert ein wenig an einen Wanderzirkus. Die Bordüren an den Fenstern sind originell, ebenso die nicht abschließbaren Unisex-Toiletten. Letztere eher ein Minuspunkt. Das Essen ist frisch und sehr lecker, allerdings auch nicht ganz günstig. Auf der Terrasse ist reichlich Platz zum anschließenden Absacker am Spreeufer.",4,20.9.2014
9,FAME Katerschmaus,4,18,Deutsch / Modern-Europäisch / International / ,Friedrichshain,3,Beatrice K.,"Auf dem Holzmarkt findet Natur, Wirtschaft und Kultur zusammen. Er erschafft neue Räume für Kreativität zum Leben und zum Arbeiten. Dort wo heute einst die Mauer zwischen Ost und West war, entsteht ein lebendiger Holzmarktkiez.Der direkte Blick zur Spree und die kreativen Projekte zieht Menschen aus Berlin und der Welt an und bringt sie zusammen. Hier findet man Ruhe, Spaß, Arbeit und Unterhaltung.",4,2.6.2014
