,Restaurant Name,Overall Rating,Total Reviews,Specialty,Region,Price Range,Author,Comment,Rating,Date
0,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Nicole H.,"Super leckere Schnitzel und mehr als fairen Preisen. Location ein wenig gewöhnungsbedürftig, aber man geht ja zum Essen dorthin und nicht um stundenlang dort zu sitzen. Nette kleine feine Auswahl an Speisen, die Soßen und Dips sind lecker! Wer Schnitzel mag wird Scheers Schnitzel lieben!",5,12.12.2016
1,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Benjamin F.,Sehr geiler Schnitzel-Imbiss. Schnell und gut. Preis- Leistungsverhältnis einwandfrei. Lockere Atmosphäre. Super Laden.,5,11.1.2019
2,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Thomas K.,"Daher der niedrige Preis: Die Schnitzel sind so dünn das sie schon fast für Vegetarier geeignet sind  Geschmacklich geht das Ganze, ähnelt aber eher einem paniertem Bierdeckel. Die Bedienung ist freundlich und flink, man darf hier halt keine zu hohen Erwartungen haben. Die Betriebsnebenkosten fressen an der Rendite und so muss schlussendlich kalkuliert werden.",2,23.6.2019
3,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Christoph S.,"Die Umgebung der U/S-Bahn Warschauer Str. ist ein Elendsort zwischen zwei Ausgehbezirken. Junge Menschen, mit dem bedingungslosen Willen zu Berauschung und Vergnügung passieren das Lokal, und Schnitzel, das verspricht doch irgendwie ein Stück Heimat ...Nach über 100 Bewertungen, die dem Lokal quasi den Status einer Institution zuschreiben, habe ich es ausprobiert. Immer wieder faszinierend, mit was der Berliner zufrieden ist. Das Essen ist ordentlich, Salat und Pommes ganz gut, die Schnitzel zu dünn und trocken. Zum Teil selbstverfeinerte Soßen aus verdreckten Drückflaschen gibt es gratis dazu. Preise niedrig. So weit, so Friedrichshain/Kreuzberg.Aber schon die drei Herren hinter der Theke versprühen keine Liebe zum Kochen, geschweige denn zu Hygiene. Die Hässlichkeit des Innenraumes überstrahlt alles. Heruntergeranzter 80-er Jahre Style mit Graffitis, zerrissenen Plakaten und klebrigen Tischen. Es fehlt nur die Möglichkeit, in die Ecke pissen zu können. Das wird raußen vor der Tür überall getan. So gesehen fügt sich der Laden ins Weichbild. Essen als ein: bringen wir's hinter uns.",2,10.12.2016
4,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Lars D.,"Schnitzel Ok, aber der Rest ist zum nicht wiederholen. Total verdreckt, die Tische kleben und das wahrscheinlich schon lange. Einmalteller und Besteck gibt dem Ganzen den Rest. Da gibt es in unmittelbarer Umgebung bessere Orte um ein Schnitzel zu essen. Aber für die besoffene Zielgruppe reicht es wohl.",2,23.9.2018
5,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Sebastian S.,"Kein Laden für ein edles Dinner, aber ein Schnitzel wie von Omma, butterzart, knusprig, lecker. Offene und freundliche Leute  hinter der Theke und mehr als faire Preise. Ich war und bin mehr als begeistert.",5,1.8.2016
6,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Eva S.,"Insgesamt total in Ordnung.Nciht das beste Schnitzel der Welt aber dafür ist das Preis Leistungsverhältnis super fair, Personal war freundlich und die saucen lecker",4,2.12.2017
7,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Maximilian L.,"Mit das beste Schnitzen was ich je hatte. Super lecker, auch die Auswahl ist super. Was mir auch immer wichtig ist, dass es viele Saucen zur Auswahl gibt, daran wird wirklich nicht gespart. Auch das Lokal hat einen super Flair. Ganz schlicht, essen auf Papptellern. Toiletten sind auch sauber. Die einzigen Punkte die ich bemängle sind die, dass die Tische öfters gereinigt werden könnten und auch mehr Servietten ausliegen. Jedoch kann das nichts an meinen 5 Sternen ändern. Ich komme wieder!",5,22.9.2015
8,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Martin B.,Ich bin sehr zufrieden. Schnitzel sind super lecker. Design der Innenarchitektur trendy. Leute die bedienen sind nett. Nur schade dass auf Papptellern serviert wird. Das sieht nicht so hochwertig aus. Aber insgesamt top.,4,6.9.2015
9,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Heiko Y.,"War schon etwas her als ich hier war, aber an das Essen erinnere ich mich noch. Air waren hier zum Mittagessen, haben etwas mit ins Büro genommen. Der kleine Laden war gut gefüllt, man hat kaum einen Sitzplatz bekommen. Es gab gute Angebote, und das Essen war auch ziemlich lecker. Nicht unglaublich, aber lecker :) Habe ein Schnitzel mit Pommes bestellt, geschmacklich nicht allzu anders wie andere Schnitzel, aber war wie bereits gesagt, gut! Lag ziemlich schwer im Magen, aber so einmal/zweimal im Monat passt! Solide, quasi eine 4.5 Stern-Bewertung!",4,2.8.2015
10,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Merle K.,"Ich war gestern im Rahmen einer Geburtstagsfeier dort gewesen.Der erste Minuspunkt war, dass unsere Reservierung für die Gruppe verschlampt wurde. Das wir dann doch alle zusammen einen Platz gefunden haben, war dann eher Glück.Weiter war es so kalt in dem Laden, dass man nicht so recht wusste ob man nun die Jacke anbehalten sollte oder nicht.Löblich ist die Rollstuhlrampe die am Eingang platziert ist. Leider ist das barrierefreie Konzept nur bis zu den Toiletten gedacht. Es gibt zwar ein Behinderten-WC, dessen Tür ist allerdings so vollgestellt, dass man schon als übergewichtiger Mensch ohne Gehbehinderung Probleme bekommt, in diese zu hinein zu gelangen.Bei Fertigstellung der Schnitzel wird man via Nummer aufgerufen. Durchaus üblich in Berlin. Nur doof wenn niemand eine Nummer bei der Bestellung bekommen hat. Die Köchin, eine etwas ältere Dame, kam zudem mit den Bestellungen durcheinander, so fehlten z.B. dann bei dem einen Wiener-Schnitzel die Sauce die es regulär dazu gehört. Zudem machte diese leider einen dermaßen ungepflegten Eindruck, dass man sich eigentlich nicht wünscht, dass dieser Mensch, das Essen anpackt, dass man demnächst verspeisen möchte.Hätte nun das Schnitzel geschmeckt, wäre es alles am Ende gut gewesen. Aber es war nahe an einer panierten Schuhsohle dran. Sehr dünn, trocken und zäh. Pommes wie Schnitzel mussten in Ketchup ertränkt werden um genießbar zu werden.Alles in allem, kein Laden zu dem ich noch einmal hin gehen möchte.Falls man allerdings etwas sucht, was am Wochenende zwischen zwei Clubs einfach den Alkohol aufsaugt, der kann hier glücklich werden.",2,8.2.2015
11,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Pauito I.,"Nett Bedienung, leckeres Essen. Super! Die Pommes waren frisch und lecker. Schnitzel 1A",4,24.2.2019
12,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Judith B.,"Die Schnitzelbrater hinterm Tresen sind freundlich und offensichtlich vom Fach  hier schmeckt das Schnitzel! Unbedingt auch Pommes dazu bestellen! Beim ersten Besuch hatte ich mir zunächst eine Portion mit meiner Begleitung geteilt, aber das endete in Noch eine Portion Pommes, bitte! :-) Es gibt auch eine große Auswahl an hausgemachten kalten Soßen in Flaschen, mit denen man nach Belieben und ohne Zusatzkosten sein Schnitzel und/oder die Kartoffelbeilage pimpen kann. Das Einzige, was ich nicht so dolle finde, sind die Pappteller und das Plastikbesteck. Letzteres ist manchmal doch recht scharfkantig und nicht so angenehm auf den Lippen. Einmal hab ich es auch geschafft, ein Messer zu schrotten Der Müllberg am Ende trübt ein wenig den Genuss. Ja, man will irgendwie ein Imbiss sein und das ist ja auch ok, aber in den meisten Imbissbuden piekst man ja auch nur in eine Currywurst und muss nicht Schnitzel schneiden Trotzdem, Daumen hoch für Scheers Schnitzel! ;)",4,14.3.2012
13,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Linh P.,"schnelles, großes und krosses Schnitzel zum unschlagbaren Preis. Ich würde nur zu gerne jede Mittagspause hier verbringen. Die Beilagen sind okay, die Soßen sind teilweise richtig, richtig gut, aber ich mags sowieso puristisch nur mit Zitrone. Bloß nicht vom Trubel abschrecken lassen, es lohnt sich. Gibts ja auch auf die Hand zur Not, also als Brötchen :) Allzu lange verweilen muss ich hier nicht, aber das ganze ist ja auch für den schnellen Hunger gedacht.",5,27.8.2014
14,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Hendrik N.,"Sowohl das SchniBrö zwischendurch als auch das große Schnitzel zum verweilen sind einfach ein Genuss. Qualitativ gibt es nichts, aber auch gar nichts an Scheers Schnitzel auszusetzen. Der Preis ist für die gebotene Qualität durchaus fair, was das zumeist junge Publikum dankend annimmt.Man kann über die Friedrichshain-Kreuzberger Atmosphäre sagen was man möchte, aber die leicht abgerockte Atmosphäre passt zum Umfeld und auch zum Laden. Ich komme immer wieder gerne her, wenn ich in der Gegend bin, denn es gibt es ehrliches Essen zum fairen Preis in lockerer Atmosphäre - und manchmal ist das genau, was man braucht. Scheers Schnitzel ist nicht der Laden, in den man zum Geburtstag seine Familie einlädt, sondern eher ein Vergnügen für kleinere Gruppen auf der Durchreise.",4,26.1.2015
15,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,M G.,"Lecker Schnitzel zu vernünftigen Preisen! Nur auf Beilagen wie dieses 'hippe' Coleslaw kann man wohl leicht verzichten. Atmosphäre ist entspannt. Die Location wirkt zwar etwas 'hölzern', scheint aber durchdacht zu sein.",5,9.8.2014
16,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,John D.,"Mal Lust auf was anderes, nicht nur immer Döner, Currywurst, Pizza oder Burger?Dann ist das der richtige Ort.Ein auf Schnitzel spezialisierter Imbiss.Bei Schnitzeln wird halt gerne mal die Panade zum verstecken von grusligem Fleisch genutzt - hier nicht.Die Schnitzel werden frisch zubereitet, sogar in der Pfanne ausgebraten.Das Resultat kann sich sehen und schmecken lassen.Die Jungs hinter der Theke sind sehr nett und alles geht schnell.Die Location ist halt nicht gerade idyllisch an der lauten Kreuzung.",4,27.6.2011
17,Scheers Schnitzel,4.5,164,Schnitzel / ,Friedrichshain,1,Michel Z.,Lecker Schnitzel!! Aber wäre mega wenn die Touris nach dem Essen auch abhauen und Platz machen. Echt zu klein oder zu viel Touris. Denke zweitens,2,4.3.2019
